label,message,msg_new
1,你好！北京华联亲贤店《味全奶粉》今天，明天和后天（星期五，六，日）全场打x.x折活动，敬请惠顾！,你好 ！ 北京 华联 亲贤店 《 味全 奶粉 》 今天 ， 明天 和 后天 （ 星期五 ， 六 ， 日 ） 全场 打 x . x 折 活动 ， 敬请 惠顾 ！
1,你好，先生我是刚给你联系的伊恋定制家具小罗！我们是专业的全屋定制专家，现在x.xx活动全场x.x折起，特价移门xxx/每平方，全部大亚,你好 ， 先生 我 是 刚 给 你 联系 的 伊恋 定制 家具 小罗 ！ 我们 是 专业 的 全屋 定制 专家 ， 现在 x . xx 活动 全场 x . x 折起 ， 特价 移门 xxx / 每平方 ， 全部 大亚
1,感谢致电阳江市养老院！我们将竭诚为您提供儿女式关爱、宾馆式居室、专业性护理、餐馆式配餐、园林式绿化、休闲式娱乐等舒适周到安全的服务！,感谢 致电 阳江市 养老院 ！ 我们 将 竭诚 为 您 提供 儿女 式 关爱 、 宾馆 式 居室 、 专业性 护理 、 餐馆 式 配餐 、 园林式 绿化 、 休闲 式 娱乐 等 舒适 周到 安全 的 服务 ！
1,九山鲜羊府三周年店庆大惠宾，活动进行中……x，来店消费即赠千元莱金卡一张；x，消费满xxx元送xxx元话费；x，近xx种凉莱免费吃。地,九山鲜 羊府 三周年 店庆大惠宾 ， 活动 进行 中 … … x ， 来店 消费 即赠 千元 莱金卡 一张 ； x ， 消费 满 xxx 元 送 xxx 元 话费 ； x ， 近 xx 种凉莱 免费 吃 。 地
1,尊敬的客户：您好！本店新货已上市，秋冬装全场特价大甩卖低至xx元，棉衣羽绒买一送一，欢迎您前来选购！金利来店【艾琦服饰】,尊敬 的 客户 ： 您好 ！ 本店 新货 已 上市 ， 秋冬装 全场 特价 大 甩卖 低至 xx 元 ， 棉衣 羽绒 买一送一 ， 欢迎您 前来 选购 ！ 金利来 店 【 艾琦 服饰 】
1,你好老板，三春渔具展位号px——xxxx配节，鱼杆，擦杆专用毛巾。欢迎光临。,你好 老板 ， 三春 渔具 展位号 px — — xxxx 配节 ， 鱼杆 ， 擦杆 专用 毛巾 。 欢迎光临 。
1,r世迯洮榞堵场 xxxxxxx.℃○M 佰#佳#泺，龍&唬&斗，牛￥牛，体*育等！諟款赽，主册有活动等着您光临！,r 世 迯 洮 榞 堵 场   xxxxxxx . ℃ ○ M   佰 # 佳 # 泺 ， 龍 & 唬 & 斗 ， 牛 ￥ 牛 ， 体 * 育 等 ！ 諟 款 赽 ， 主册 有 活动 等 着 您 光临 ！
1,【JZ玖姿】优雅女人季，x.x～x.x号购满xxxx即可赠送“梦境之谜”项链一条，任意购x件即可送精致胸针哦！JZ玖姿，邀您走进最美的,【 JZ 玖 姿 】 优雅 女人 季 ， x . x ～ x . x 号 购满 xxxx 即可 赠送 “ 梦境 之谜 ” 项链 一条 ， 任意 购 x 件 即可 送 精致 胸针 哦 ！ JZ 玖 姿 ， 邀 您 走进 最美 的
1,南京北汊河新区碧桂园城市花园地铁高精装学区房派筹中，洋房x万抵x万，别墅x万抵xx万。联系电话 ?xxxxxxxxxxx。置业顾问姚春,南京 北汊河 新区 碧桂园 城市 花园 地铁 高 精装 学区 房派 筹中 ， 洋房 x 万抵 x 万 ， 别墅 x 万抵 xx 万 。 联系电话   ? xxxxxxxxxxx 。 置业 顾问 姚春
1,各位家长你好！我是慧星教育吴老师。慧星xxxx春季班特色专业:一年级看图写话、日记班开始报名啦！每班xx人，报满截止。老学员可电话预报,各位 家长 你好 ！ 我 是 慧星 教育 吴 老师 。 慧星 xxxx 春季班 特色 专业 : 一年级 看图 写 话 、 日记 班 开始 报名 啦 ！ 每班 xx 人 ， 报满 截止 。 老 学员 可 电话 预报
1,x.x-xx日举 办口腔种 植实 战技 术培 训，特邀著名种 植修 复专 家黄圣运等讲 解有实 操，询xxxxxxxxxxx【市口腔医学会】,x . x - xx 日举   办 口腔 种   植实   战技   术培   训 ， 特邀 著名 种   植修   复专   家 黄圣运 等 讲   解有实   操 ， 询 xxxxxxxxxxx 【 市 口腔医学 会 】
1,黄金铺只需xxxx-xxxx元/平！祝您元宵快乐，万事如意！详情咨询：xxxxxxxxxxx小李,黄金 铺 只 需 xxxx - xxxx 元 / 平 ！ 祝您 元宵 快乐 ， 万事如意 ！ 详情 咨询 ： xxxxxxxxxxx 小李
1,欢迎您光临第xx届广州美博会杭州圣美天合集团旗下S＆M言秀惑品牌为您专属定制：主调香水系列、个人珠宝系列、奢华羊绒系列、进口蕾丝系列、情趣真丝系列、梦幻香氛系列、角色扮演系列、SM亲密互动系列等系列情趣高端用品。将热恋、浪漫、激情的产品体验感受完美融合于经典、高贵、稀缺、奢华的产品材质与精湛手工制作当中。 言秀惑美博会展馆信息：时间：x月x日—x月xx日展位：琶州展馆B区xx.xCxx,欢迎您 光临 第 xx 届 广州 美博会 杭州 圣美天合 集团 旗下 S ＆ M 言秀惑 品牌 为 您 专属 定制 ： 主调 香水 系列 、 个人 珠宝 系列 、 奢华 羊绒 系列 、 进口 蕾丝 系列 、 情趣 真丝 系列 、 梦幻 香氛 系列 、 角色扮演 系列 、 SM 亲密 互动 系列 等 系列 情趣 高端 用品 。 将 热恋 、 浪漫 、 激情 的 产品 体验 感受 完美 融合 于 经典 、 高贵 、 稀缺 、 奢华 的 产品 材质 与 精湛 手工 制作 当中 。   言秀惑 美博会 展馆 信息 ： 时间 ： x 月 x 日 — x 月 xx 日 展位 ： 琶 州 展馆 B 区 xx . xCxx
1,昆明华特节能设备有限公司感谢您的来电，品质保证，欢迎来我公司选购。我们将竭诚为您服务！地址：关上中路xx号（挂机短信）,昆明 华特 节能 设备 有限公司 感谢您 的 来电 ， 品质 保证 ， 欢迎 来 我 公司 选购 。 我们 将 竭诚 为您服务 ！ 地址 ： 关上 中路 xx 号 （ 挂机 短信 ）
1,天津梅江会展Nx馆—xxx四季王鱼饵xxxx年本公司特举办“厂家零利润”，xxx%让利的促销优惠活动，即可少花钱，又有大礼相送。四季,天津 梅江 会展 Nx 馆 — xxx 四季 王 鱼饵 xxxx 年本 公司 特 举办 “ 厂家 零 利润 ” ， xxx% 让利 的 促销 优惠活动 ， 即可 少 花钱 ， 又 有 大礼 相 送 。 四季
1,元宵节快乐！老客户您好！我是办证的阿龙。 如需办证请联系xxxxxxxxxxx切请保留c,元宵节 快乐 ！ 老客户 您好 ！ 我 是 办证 的 阿龙 。   如需 办证 请 联系 xxxxxxxxxxx 切请 保留 c
1,秒杀秒杀.限时x天x.x-x.x号金炫能量眼部疗程x.x折，仅限xx张！x.x折抢购：xxxx元×xx次仅限xx张，欲购请及时联,秒杀 秒杀 . 限时 x 天 x . x - x . x 号 金炫 能量 眼部 疗程 x . x 折 ， 仅限 xx 张 ！ x . x 折 抢购 ： xxxx 元 × xx 次 仅限 xx 张 ， 欲购 请 及时 联
1,转自：我尊敬的客户，您的宽带要进入续费期，现在续可享xxx元两年，无需最低消费，还可xxx元一年另加高清HiTV电视收视，还有更多优,转自 ： 我 尊敬 的 客户 ， 您 的 宽带 要 进入 续费 期 ， 现在 续可享 xxx 元 两年 ， 无需 最低 消费 ， 还 可 xxx 元 一年 另加 高清 HiTV 电视 收视 ， 还有 更多优
1,【北汽新能源天津北辰店】您好，我店专营北汽新能源纯电动汽车威旺xxx，我们有专业得销售和售后团队。希望我们的车能成为您成功之路的伙伴。联系人：李成xxxxxxxxxxx 周俊辰：xxxxxxxxxxx   顺祝商祺,【 北汽 新能源 天津 北辰 店 】 您好 ， 我店 专营 北汽 新能源 纯 电动汽车 威旺 xxx ， 我们 有 专业 得 销售 和 售后 团队 。 希望 我们 的 车能 成为 您 成功之路 的 伙伴 。 联系人 ： 李成 xxxxxxxxxxx   周俊辰 ： xxxxxxxxxxx       顺祝 商祺
1,又是一年x.xx，实在不想打扰你，又怕事后落埋怨，亲，万人空巷抢空调活动开始了，xx年仅此一次，全年价格最低价，买空调的绝佳时期，所以提醒大家，x月万人空巷抢空调，您千万不要错过！！！目前，定金还在火热预存中！特价机型提前认筹xxx元，不买可退，千万不要让自己后悔哦！联系方式xxxxxxxxxxx王辉平,又 是 一年 x . xx ， 实在 不想 打扰 你 ， 又 怕 事后 落 埋怨 ， 亲 ， 万人空巷 抢 空调 活动 开始 了 ， xx 年 仅此一次 ， 全年 价格 最低价 ， 买 空调 的 绝佳 时期 ， 所以 提醒 大家 ， x 月 万人空巷 抢 空调 ， 您 千万 不要 错过 ！ ！ ！ 目前 ， 定金 还 在 火热 预存 中 ！ 特价 机型 提前 认筹 xxx 元 ， 不买 可退 ， 千万 不要 让 自己 后悔 哦 ！ 联系方式 xxxxxxxxxxx 王辉平
1,尊敬的会员您好！三八女人节精彩福利来啦！一线高端女装品牌卡利亚里，特推出节日期间进店购买x件或以上就赠送品牌香薰一盒，卡利亚里全体员工,尊敬 的 会员 您好 ！ 三八 女人 节 精彩 福利 来 啦 ！ 一线 高端 女装品牌 卡利亚里 ， 特 推出 节日期间 进店 购买 x 件 或 以上 就 赠送 品牌 香薰 一盒 ， 卡利亚里 全体 员工
1,本人办理暂住证，价优，速度快，详细咨询电话xxxxxxxxxxx,本人 办理 暂住证 ， 价优 ， 速度 快 ， 详细 咨询电话 xxxxxxxxxxx
1,哥哥好，现有xx年萌妹子在校学生，姐姐北京模特净高xxx，姐姐来北京游玩，妹妹清纯可爱，姐姐温柔大方，期待与您的见面，如有打扰请多海涵。,哥哥 好 ， 现有 xx 年萌 妹子 在校学生 ， 姐姐 北京 模特 净高 xxx ， 姐姐 来 北京 游玩 ， 妹妹 清纯 可爱 ， 姐姐 温柔 大方 ， 期待 与 您 的 见面 ， 如 有 打扰 请 多 海涵 。
1,中国平安易贷，无抵押，无担保，x~xx万，即可轻松办理。有全款车，有按揭房，买人寿保险的办理更简便，更快捷，x至x个工作日即可放款!,中国 平安 易贷 ， 无 抵押 ， 无担保 ， x ~ xx 万 ， 即可 轻松 办理 。 有 全款 车 ， 有 按揭 房 ， 买 人寿保险 的 办理 更 简便 ， 更 快捷 ， x 至 x 个 工作日 即可 放款 !
1,你好，品牌认定.良好口碑 xxxxx.cc 来了就送xx圆，天☆天◇有△水，最低x.x%，《元宵节快乐》d,你好 ， 品牌 认定 . 良好 口碑   xxxxx . cc   来 了 就 送 xx 圆 ， 天 ☆ 天 ◇ 有 △ 水 ， 最低 x . x% ， 《 元宵节 快乐 》 d
1,，能熟悉的运用cad软件，设计简单的造型，可承包辅材。专业技术合理报价！介绍分提成。如贵公司有需要，请与我联系！谢谢！ xxxxxxx,， 能 熟悉 的 运用 cad 软件 ， 设计 简单 的 造型 ， 可 承包 辅材 。 专业 技术 合理 报价 ！ 介绍 分 提成 。 如贵 公司 有 需要 ， 请 与 我 联系 ！ 谢谢 ！   xxxxxxx
1,亲爱的姐姐，您好！在三八期间本店，本店为了回馈顾客，特地推出，双月护理免费做，特等奖价值xxxx元，一等奖价值xxxx元，二等奖价值x,亲爱 的 姐姐 ， 您好 ！ 在 三八 期间 本店 ， 本店 为了 回馈 顾客 ， 特地 推出 ， 双月 护理 免费 做 ， 特等奖 价值 xxxx 元 ， 一等奖 价值 xxxx 元 ， 二等奖 价值 x
1,Hi，x号社区为您送干洗、美甲，凡消费满xx元送价值xx元干洗或美甲，有机蔬菜、水果、大米特价抢，x月x号x号火龙果x元抢，亲们，赶快,Hi ， x 号 社区 为 您 送 干洗 、 美甲 ， 凡 消费 满 xx 元 送 价值 xx 元 干洗 或 美甲 ， 有机 蔬菜 、 水果 、 大米 特价 抢 ， x 月 x 号 x 号 火龙果 x 元 抢 ， 亲们 ， 赶快
1,你好，元宵节快乐!公司明天举办元宵节活动，上午有砸金蛋闹元宵活动，并且只限明天一天时间，价格在以前基础上再享受优惠xx一xx元/平方，,你好 ， 元宵节 快乐 ! 公司 明天 举办 元宵节 活动 ， 上午 有 砸 金蛋 闹元宵 活动 ， 并且 只限 明天 一天 时间 ， 价格 在 以前 基础 上 再 享受 优惠 xx 一 xx 元 / 平方 ，
1,同志们好！本开锁换锁修锁公司长期为您服务，要想防盗就换超B级、超C级叶片防盗锁芯；装猫眼门铃；更换各种品牌防盗门；家政服务、水电维修、,同志 们 好 ！ 本 开锁 换锁 修锁 公司 长期 为您服务 ， 要 想 防盗 就 换 超 B 级 、 超 C 级 叶片 防盗锁 芯 ； 装 猫眼 门铃 ； 更换 各种 品牌 防盗门 ； 家政 服务 、 水电 维修 、
1,三月女人天～“布同”女人最好命 x.春装单件x.x折，俩件x.x折 x.秋冬装x.x折，部分商品买一送一，还有x.x折特惠哦 x.购即,三月 女人 天 ～ “ 布同 ” 女人 最好 命   x . 春装 单件 x . x 折 ， 俩件 x . x 折   x . 秋冬装 x . x 折 ， 部分 商品 买一送一 ， 还有 x . x 折 特惠 哦   x . 购即
1,鸿运高照，开年大吉！乙未羊年伊始，美平方装饰“xxxx开年巨惠第一抢”活动正式开启！限量征集xx套五星级环保样板间，疯抢装修x大特权，,鸿运 高照 ， 开年 大吉 ！ 乙未 羊年 伊始 ， 美 平方 装饰 “ xxxx 开年 巨惠 第一 抢 ” 活动 正式 开启 ！ 限量 征集 xx 套 五星级 环保 样板间 ， 疯 抢 装修 x 大 特权 ，
1,亲，最美女人节快乐！依之妮德润园店优惠、礼品双惊喜等待您的光临！xx号就结束啦。,亲 ， 最美 女人 节 快乐 ！ 依之妮 德润园 店 优惠 、 礼品 双 惊喜 等待 您 的 光临 ！ xx 号 就 结束 啦 。
1,链家地产新代理别墅项目，融科千章墅，处东北五环温榆河别墅区，高端配套，双语幼儿园，马场高尔夫~~联排，叠拼，双拼，xx 年大产权，xx,链家 地产 新 代理 别墅 项目 ， 融科千章墅 ， 处 东北 五环 温榆河 别墅区 ， 高端 配套 ， 双语 幼儿园 ， 马场 高尔夫 ~ ~ 联排 ， 叠 拼 ， 双拼 ， xx   年 大 产权 ， xx
1,您好:大商相宜本草迎三八节活动开始啦，在三八节当天全场买二赠一 就一天呦！快来选购吧！,您好 : 大商 相宜 本草 迎 三八节 活动 开始 啦 ， 在 三八节 当天 全场 买二赠 一   就 一天 呦 ！ 快 来 选购 吧 ！
1,育部电子注册，系正规国家办学，放心报读！请您为母校宣传发动并转告家人、同事亲友等报读，因时间紧，望报读者抓紧办理。多谢帮助！招生热线：,育部 电子注册 ， 系 正规 国家 办学 ， 放心 报读 ！ 请 您 为 母校 宣传 发动 并 转告 家人 、 同事 亲友 等 报读 ， 因 时间 紧 ， 望报 读者 抓紧 办理 。 多谢 帮助 ！ 招生 热线 ：
1,您好!我是一亩半装饰公司的陈仪,您好 ! 我 是 一亩 半 装饰 公司 的 陈仪
0,23年从盐城拉回来的麻麻的嫁妆,23 年 从 盐城 拉回来 的 麻麻 的 嫁妆
0,感到自减肥、跳减肥健美操、,感到 自 减肥 、 跳 减肥 健美操 、
0,这款UVe智能杀菌机器人是扫地机的最佳伴侣,这款 UVe 智能 杀菌 机器人 是 扫地机 的 最佳 伴侣
0,此类皮肤特别容易招惹粉刺、黑头等,此类 皮肤 特别 容易 招惹 粉刺 、 黑头 等
0,乌兰察布丰镇市法院成立爱心救助基金,乌兰察布 丰镇市 法院 成立 爱心 救助 基金
0,品牌墙/文化墙设计参考,品牌 墙 / 文化 墙 设计 参考
0,苏州和无锡两地警方成功破获了一起劫持女车主的案件,苏州 和 无锡 两地 警方 成功 破获 了 一起 劫持 女 车主 的 案件
0,自然之友苏州小组今日下午按原计划举办小组读书活动暨“我为城市量体温”启动仪式,自然 之友 苏州 小组 今日 下午 按原 计划 举办 小组 读书 活动 暨 “ 我 为 城市 量体温 ” 启动 仪式
0,共查扣违法三轮车304辆、残疾证23本,共 查扣 违法 三轮车 304 辆 、 残疾证 23 本
0,扬州公司工作人员正在扬州瓜洲镇境内,扬州 公司 工作人员 正在 扬州 瓜洲镇 境内
0,而我不愿意将就~今天调研团的小伙伴们来到了丁莲芳生产基地,而 我 不 愿意 将 就 ~ 今天 调研 团 的 小伙伴 们 来到 了 丁莲芳 生产 基地
0,任何职业的entrylevel都是最简单枯燥的重复,任何 职业 的 entrylevel 都 是 最 简单 枯燥 的 重复
0,有效服务和保障?“一带一路”建设的顺利实施,有效 服务 和 保障 ? “ 一带 一路 ” 建设 的 顺利 实施
0,predictionio去不了了,predictionio 去 不了 了
0,趁着夜色行窃的犯罪嫌疑人落入法网……详情请点击进入：,趁着 夜色 行窃 的 犯罪 嫌疑人 落入法网 … … 详情请 点击 进入 ：
0,饰界”为主题的2015北京国际别墅软装配饰博览会在七棵树创意园——紫香柯&amp,饰界 ” 为 主题 的 2015 北京 国际 别墅 软 装配 饰 博览会 在 七棵 树 创意 园 — — 紫香柯 & amp
0,然后又默默的打开手机……“恩……四点四十二”满脸笑容的“哦,然后 又 默默 的 打开 手机 … … “ 恩 … … 四点 四十二 ” 满脸 笑容 的 “ 哦
0,江苏教师资格统考历年真题汇总,江苏 教师资格 统考 历年 真题 汇总
0,它暗示了亚马逊CEO杰夫·贝索斯加倍投资公,它 暗示 了 亚马逊 CEO 杰夫 · 贝索斯 加倍 投资 公
0,有需要办信用卡贷款套花呗卖驾驶分的联系我私聊,有 需要 办 信用卡 贷款 套花 呗 卖 驾驶 分 的 联系 我 私聊
0,JR和76人队方面已经进行过接触,JR 和 76 人队 方面 已经 进行 过 接触
0,好声音的南山南把民谣唱出了通俗流行的味道~总觉得所有翻唱的民谣都少了原唱的那份意境~,好 声音 的 南 山南 把 民谣 唱出 了 通俗 流行 的 味道 ~ 总 觉得 所有 翻唱 的 民谣 都 少 了 原唱 的 那份 意境 ~
0,换了通知大家请先加我微信吧,换 了 通知 大家 请 先加 我 微信 吧
0,“我们这一班”的设计很受客户欢迎,“ 我们 这 一班 ” 的 设计 很受 客户 欢迎
0,地铁到NYU、FIT也只要20分钟左右~公寓gym游泳池doorman都有,地铁 到 NYU 、 FIT 也 只要 20 分钟 左右 ~ 公寓 gym 游泳池 doorman 都 有
0,盈科律云－全球漆投融资/商务/移民/税务/法律服务,盈科 律云 － 全球 漆 投融资 / 商务 / 移民 / 税务 / 法律 服务
0,nb小众鞋款446系列灰蓝红情侣款比较欧美范儿的一款鞋型,nb 小众 鞋款 446 系列 灰蓝红 情侣 款 比较 欧美 范儿 的 一款 鞋型
0,原业主于xxxx年x月以xxx万元购入,原 业主 于 xxxx 年 x 月 以 xxx 万元 购入
0,麻烦帮我注销这个账号谢谢我去玩腾讯的hao?le,麻烦 帮 我 注销 这个 账号 谢谢 我 去 玩 腾讯 的 hao ? le
0,你家科技、文化、金融和突显你的小蛮腰,你家 科技 、 文化 、 金融 和 突显 你 的 小蛮 腰
0,林君裁判很人性啊安排补水时间,林君 裁判 很 人性 啊 安排 补水 时间
0,昨今两天有32位同学相聚于泰顺以示纪念感怀同窗之谊,昨今 两天 有 32 位 同学 相聚 于 泰顺 以示 纪念 感怀 同窗 之谊
0,googleseo优化怎么持续提高PR值：相信对英文网站googleseo了解一些的朋友都会有这样的苦恼,googleseo 优化 怎么 持续 提高 PR 值 ： 相信 对 英文 网站 googleseo 了解 一些 的 朋友 都 会 有 这样 的 苦恼
0,我问一下啊上午打了玻尿酸晚上可以坐飞机,我 问 一下 啊 上午 打 了 玻 尿酸 晚上 可以 坐飞机
0,都让我质疑他她的智商或者情商,都 让 我 质疑 他 她 的 智商 或者 情商
0,在做地铁一个妹子睡着了靠我胳膊上了万能的微博快告诉我怎么办尴尬,在 做 地铁 一个 妹子 睡着 了 靠 我 胳膊 上 了 万能 的 微博快 告诉 我 怎么办 尴尬
0,有哪的地比我们城市的出租车起步价低的吗……,有 哪 的 地 比 我们 城市 的 出租车 起步价 低 的 吗 … …
0,必将对中国的机器人制造业大有启发,必将 对 中国 的 机器人 制造业 大有 启发
0,修眉一定要见好就收适可而止,修眉 一定 要 见好就收 适可而止
0,LG等本土及海外的各种品牌商品,LG 等 本土 及 海外 的 各种 品牌 商品
0,一个国家强大腐败不在于民富国富,一个 国家 强大 腐败 不 在于 民富 国富
0,沪指失守xxxx点背后：A股融资余,沪 指 失守 xxxx 点 背后 ： A股 融资 余
0,这种口感与抗癌物质的最高效状态是一致的,这种 口感 与 抗癌 物质 的 最 高效 状态 是 一致 的
0,但是这款XboxOne独占格斗游戏是否会登陆PC到现在也没个准信,但是 这款 XboxOne 独占 格斗游戏 是否 会 登陆 PC 到 现在 也 没个 准信
0,今早去医院针灸前好不容易才给我挤了60毫升,今早 去 医院 针灸 前 好不容易 才 给 我 挤 了 60 毫升
